1125,leiva,S,S,S
1126,aga,J,J,J
1127,tugevamini,D,D,D
1128,pihku,S,S,S
1129,surunud,V,V,V
1130,ja,J,J,J
1131,tagasi,D,D,D
1132,metsa,S,S,S
1133,hakanud,V,V,V
1134,minema,V,V,V
1135,.,Z,Z,Z
1136,naine,S,S,S
1137,oli,V,V,V
1138,talle,P,P,P
1139,järele,D,D,D
1140,rutanud,V,V,V
1141,ja,J,J,J
1142,jope,S,S,A
1143,õlgadele,S,S,S
1144,heitnud,A,V,V
1145,.,Z,Z,Z
1146,naine,S,S,S
1147,oli,V,V,V
1148,kiiresti,D,D,D
1149,midagi,P,P,P
1150,rääkinud,V,V,V
1151,",",Z,Z,Z
1152,ta,P,P,P
1153,polnud,V,V,V
1154,naise,S,S,S
1155,jutust,S,S,S
1156,kõike,P,P,P
1157,aru,S,S,S
1158,saanud,V,V,V
1159,",",Z,Z,Z
1160,seda,P,P,P
1161,aga,J,J,J
1162,mõistnud,V,V,V
1163,",",Z,Z,Z
1164,et,J,J,J
1165,naine,S,S,S
1166,teda,P,P,P
1167,ei,V,V,V
1168,sõima,S,S,S
1169,",",Z,Z,Z
1170,vaid,J,J,J
1171,püüab,V,V,V
1172,talle,P,P,P
1173,midagi,P,P,P
1174,selgeks,A,A,A
1175,teha,V,V,V
1176,.,Z,Z,Z
1177,ta,P,P,P
1178,ei,V,V,V
1179,olnud,V,V,V
1180,seisma,V,V,V
1181,jäänud,V,V,V
1182,",",Z,Z,Z
1183,jopp,S,S,J
1184,lahtiselt,D,D,A
1185,õlgadel,S,S,S
1186,oli,V,V,V
1187,ta,P,P,P
1188,edasi,D,D,D
1189,sammunud,S,S,V
1190,.,Z,Z,Z
1191,naine,S,S,S
1192,oli,V,V,V
1193,talle,P,P,P
1194,veel,D,D,D
1195,järele,D,D,D
1196,hõiganud,S,S,V
1197,",",Z,Z,Z
1198,vist,D,D,D
1199,teda,P,P,P
1200,kaasa,D,D,D
1201,kutsunud,V,V,V
1202,",",Z,Z,Z
1203,kuid,J,J,J
1204,ta,P,P,P
1205,polnud,V,V,V
1206,peatunud,V,V,V
1207,.,Z,Z,Z
1208,mida,P,P,P
1209,kaugemale,D,D,D
1210,ta,P,P,P
1211,puukoormast,S,S,S
1212,ja,J,J,J
1213,naisest,S,S,S
1214,jõudis,V,V,V
1215,",",Z,Z,Z
1216,seda,P,P,P
1217,soojendavvalusalt,S,S,V
1218,haaras,V,V,V
1219,ta,P,P,P
1220,hinge,S,S,S
1221,headus,S,S,K
1222,",",Z,Z,Z
1223,mis,P,P,P
1224,oli,V,V,V
1225,kandnud,V,V,V
1226,naise,S,S,S
1227,tegu,S,S,S
1228,",",Z,Z,Z
1229,kaastunne,S,S,N
1230,",",Z,Z,Z
1231,mis,P,P,P
1232,oli,V,V,V
1233,õhkunud,S,S,A
1234,naise,S,S,S
1235,häälest,S,S,S
1236,.,Z,Z,Z
1237,ta,P,P,P
1238,oli,V,V,V
1239,juhtunud,V,V,V
1240,heale,A,A,A
1241,inimesele,S,S,S
1242,",",Z,Z,Z
1243,kes,P,P,P
1244,ilmselt,D,D,D
1245,oleks,V,V,V
1246,valmis,A,A,D
1247,olnud,V,V,V
1248,teda,P,P,P
1249,rohkem,D,D,D
1250,aitama,V,V,V
1251,",",Z,Z,Z
1252,ent,J,J,J
1253,ta,P,P,P
1254,ei,V,V,V
1255,tohtinud,V,V,V
1256,headusele,S,S,P
1257,vastata,V,V,V
1258,halvaga,S,S,S
1259,",",Z,Z,Z
1260,sest,J,J,J
1261,ta,P,P,P
1262,tooks,V,V,V
1263,naisele,S,S,S
1264,kaela,S,S,S
1265,ainult,D,D,D
1266,häda,S,S,S
1267,.,Z,Z,Z
1268,nagu,J,J,J
1269,ta,P,P,P
1270,oli,V,V,V
1271,häda,S,S,S
1272,kaela,S,S,S
1273,toonud,V,V,V
1274,anna,V,V,V
1275,jegorovnale,S,S,S
1276,",",Z,Z,Z
1277,kes,P,P,P
1278,oli,V,V,V
1279,talle,P,P,P
1280,öömaja,S,S,S
1281,andnud,V,V,V
1282,",",Z,Z,Z
1283,kelle,P,P,P
1284,juurest,K,K,K
1285,ta,P,P,P
1286,leiti,V,V,V
1287,ja,J,J,J
1288,kelle,P,P,P
1289,tare,S,S,V
1290,seepärast,D,D,D
1291,süüdati,S,S,V
1292,.,Z,Z,Z
1293,vangilaagris,S,S,P
1294,oli,V,V,V
1295,ta,P,P,P
1296,näinud,V,V,V
1297,nõnda,D,D,D
1298,palju,D,D,D
1299,jõhkrust,S,S,V
1300,",",Z,Z,Z
1301,toorust,S,S,Z
1302,ja,J,J,J
1303,inimlikku,A,A,A
1304,närusust,S,S,S
1305,",",Z,Z,Z
1306,et,J,J,J
1307,ta,P,P,P
1308,härdus,S,S,V
1309,.,Z,Z,Z
1310,ta,P,P,P
1311,oli,V,V,V
1312,põgenenud,V,V,A
1313,headuse,S,S,S
1314,eest,K,K,K
1315,.,Z,Z,Z
1316,hiljem,D,D,D
1317,oli,V,V,V
1318,ta,P,P,P
1319,mitu,P,P,P
1320,korda,S,S,S
1321,kahetsenud,V,V,V
1322,oma,P,P,P
1323,käitumist,S,S,S
1324,",",Z,Z,Z
1325,ent,J,J,J
1326,tookord,D,D,D
1327,ei,V,V,V
1328,saanud,V,V,V
1329,ta,P,P,P
1330,teisiti,D,D,D
1331,.,Z,Z,Z
1332,ta,P,P,P
1333,oli,V,V,V
1334,talitanud,S,S,D
1335,nii,D,D,D
1336,",",Z,Z,Z
1337,nagu,J,J,J
1338,kihutas,V,V,V
1339,teda,P,P,P
1340,tagant,D,D,K
1341,miski,P,P,P
1342,",",Z,Z,Z
1343,mis,P,P,P
1344,kees,V,V,V
1345,üles,D,D,D
1346,hinge,S,S,S
1347,sügavusest,S,S,K
1348,.,Z,Z,Z
1349,kõige,D,D,D
1350,enam,D,D,D
1351,kahetses,V,V,V
1352,ta,P,P,P
1353,seda,P,P,P
1354,",",Z,Z,Z
1355,et,J,J,J
1356,polnud,V,V,V
1357,naist,S,S,S
1358,tänanud,S,S,K
1359,",",Z,Z,Z
1360,niisuguse,P,P,P
1361,inimese,S,S,S
1362,ette,D,D,D
1363,pole,V,V,V
1364,patt,S,S,S
1365,põlviligi,S,S,K
1366,langeda,V,V,V
1367,",",Z,Z,Z
1368,et,J,J,J
1369,tänada,S,S,P
1370,mitte,D,D,D
1371,ainult,D,D,D
1372,sooja,S,S,S
1373,kuue,N,N,N
1374,",",Z,Z,Z
1375,mitte,D,D,D
1376,ainult,D,D,D
1377,leivapala,S,S,S
1378,eest,K,K,K
1379,",",Z,Z,Z
1380,vaid,J,J,J
1381,headuse,S,S,S
1382,eest,K,K,K
1383,",",Z,Z,Z
1384,millega,P,P,P
1385,teda,P,P,P
1386,",",Z,Z,Z
1387,varast,S,S,S
1388,",",Z,Z,Z
1389,oli,V,V,V
1390,koheldud,V,V,V
1391,.,Z,Z,Z
1392,naine,S,S,S
1393,ei,V,V,V
1394,näinud,V,V,V
1395,temas,P,P,P
1396,varast,S,S,S
1397,",",Z,Z,Z
1398,vaid,J,J,J
1399,õnnetut,S,S,A
1400,inimest,S,S,S
1401,.,Z,Z,Z
1402,järgnevate,A,A,A
1403,päevade,S,S,S
1404,jooksul,K,K,K
1405,oli,V,V,V
1406,ta,P,P,P
1407,elanud,V,V,V
1408,hulkuri,S,S,Z
1409,ja,J,J,J
1410,kerjuse,S,S,A
1411,elu,S,S,S
1412,.,Z,Z,Z
1413,oli,V,V,V
1414,maganud,V,V,V
1415,küünides,S,S,S
1416,",",Z,Z,Z
1417,lagunenud,A,A,A
1418,sarades,S,S,S
1419,",",Z,Z,Z
1420,puu,S,S,S
1421,varjus,K,K,K
1422,",",Z,Z,Z
1423,kuuseoksad,S,S,J
1424,külje,S,S,S
1425,all,K,K,K
1426,",",Z,Z,Z
1427,söönud,V,V,V
1428,",",Z,Z,Z
1429,mis,P,P,P
1430,pihku,S,S,S
1431,juhtus,V,V,V
1432,",",Z,Z,Z
1433,isegi,D,D,D
1434,noori,S,S,A
1435,kuusekasvusid,S,S,S
1436,",",Z,Z,Z
1437,noored,A,S,A
1438,okkad,S,S,S
1439,olid,V,V,V
1440,hapukad,S,S,S
1441,",",Z,Z,Z
1442,neid,P,P,P
1443,oli,V,V,V
1444,päris,D,D,D
1445,mõnus,A,A,A
1446,mäluda,S,S,S
1447,;,Z,Z,Z
1448,ükskord,D,D,D
1449,",",Z,Z,Z
1450,kui,J,J,J
1451,näljatunne,S,S,S
1452,väljakannatamatuks,A,A,A
1453,muutus,V,V,S
1454,",",Z,Z,Z
1455,söandas,S,S,J
1456,ta,P,P,P
1457,kehvapoolsest,S,S,V
1458,metsatalust,S,S,A
1459,leiba,S,S,S
1460,küsida,V,V,V
1461,",",Z,Z,Z
1462,paraku,D,D,D
1463,ässitati,S,S,V
1464,talle,P,P,P
1465,koer,S,S,S
1466,kallale,K,D,K
1467,.,Z,Z,Z
1468,püksid,S,S,S
1469,",",Z,Z,Z
1470,lapitud,A,A,A
1471,kodinad,S,S,S
1472,",",Z,Z,Z
1473,oli,V,V,V
1474,ta,P,P,P
1475,leidnud,V,V,V
1476,ühest,P,P,P
1477,inimtühjast,S,S,A
1478,metsatalu,S,S,S
1479,tallilakast,S,S,Z
1480,ja,J,J,J
1481,need,P,P,P
1482,ära,D,D,D
1483,tõmmanud,V,V,V
1484,.,Z,Z,Z
1485,hiljem,D,D,D
1486,oli,V,V,V
1487,liitunud,V,V,V
1488,kolme,N,N,N
1489,selliga,S,S,S
1490,",",Z,Z,Z
1491,kes,P,P,P
1492,",",Z,Z,Z
1493,nagu,J,J,J
1494,selgus,V,V,V
1495,",",Z,Z,Z
1496,polnud,V,V,V
1497,mitte,D,D,D
1498,partisanid,S,S,S
1499,ega,J,J,J
1500,põrandaalused,S,S,S
1501,",",Z,Z,Z
1502,kelleks,P,P,P
1503,ta,P,P,P
1504,neid,P,P,P
1505,oli,V,V,V
1506,pidanud,V,V,V
1507,",",Z,Z,Z
1508,vaid,J,J,J
1509,lihtsalt,D,D,D
1510,sulid,S,S,S
1511,.,Z,Z,Z
1512,või,J,J,J
1513,koguni,D,D,D
1514,temataoliste,S,S,A
1515,põgenike,S,S,S
1516,jälgi,S,S,S
1517,ajavad,V,V,V
1518,lurjused,S,S,S
1519,.,Z,Z,Z
1520,ta,P,P,P
1521,ei,V,V,V
1522,nõustunud,V,V,V
1523,osa,S,S,S
1524,võtma,V,V,V
1525,sissetungimisest,S,S,A
1526,aleviku,S,S,S
1527,serval,S,S,S
1528,asuvasse,A,A,A
1529,majja,S,S,S
1530,",",Z,Z,Z
1531,kus,D,D,D
1532,sõja,S,S,S
1533,eel,K,K,K
1534,oli,V,V,V
1535,olnud,V,V,V
1536,väike,A,A,A
1537,kauplus,S,S,S
1538,ja,J,J,J
1539,kus,D,D,D
1540,meeste,S,S,S
1541,jutu,S,S,S
1542,järgi,K,K,K
1543,olevat,V,V,V
1544,praegugi,D,D,D
1545,igasugust,P,P,P
1546,kraami,S,S,S
1547,.,Z,Z,Z
1548,sulid,S,S,S
1549,olid,V,V,V
1550,sellegi,P,P,P
1551,välja,D,D,D
1552,nuuskinud,S,S,V
1553,",",Z,Z,Z
1554,et,J,J,J
1555,majas,S,S,S
1556,elavat,V,V,V
1557,ainult,D,D,D
1558,üks,N,N,P
1559,kidur,A,A,A
1560,lombakas,S,S,S
1561,vanamees,S,S,S
1562,",",Z,Z,Z
1563,endine,A,A,A
1564,poepidaja,S,S,S
1565,",",Z,Z,Z
1566,kellest,P,P,P
1567,õiget,A,A,A
1568,vastuhakkajat,S,S,S
1569,polevat,V,V,V
1570,.,Z,Z,Z
1571,ekspluateerijat,S,S,P
1572,tuleb,V,V,V
1573,eksproprieerida,S,S,S
1574,",",Z,Z,Z
1575,oli,V,V,V
1576,teda,P,P,P
1577,veenda,V,V,V
1578,püütud,V,V,V
1579,.,Z,Z,Z
1580,ta,P,P,P
1581,oli,V,V,V
1582,järsult,D,D,D
1583,keeldunud,V,V,V
1584,läbi,D,D,D
1585,tagaakna,S,S,A
1586,majja,S,S,S
1587,tungimast,S,S,K
1588,",",Z,Z,Z
1589,kogu,A,A,A
1590,see,P,P,P
1591,ettevõtmine,S,S,S
1592,ei,V,V,V
1593,istunud,V,V,V
1594,talle,P,P,P
1595,",",Z,Z,Z
1596,ta,P,P,P
1597,oli,V,V,V
1598,hakanud,V,V,V
1599,oma,P,P,P
1600,kaaslastes,S,S,V
1601,kahtlema,V,V,V
1602,.,Z,Z,Z
1603,sulid,S,S,S
1604,saatsid,V,V,V
1605,talle,P,P,P
1606,jälile,D,D,D
1607,omakaitsemehed,S,S,V
1608,",",Z,Z,Z
1609,kes,P,P,P
1610,ta,P,P,P
1611,kinni,D,D,D
1612,võtsid,V,V,V
1613,.,Z,Z,Z
1614,viimased,A,A,A
1615,kuud,S,S,S
1616,oli,V,V,V
1617,ta,P,P,P
1618,viibinud,V,V,V
1619,kinnipidamiskohtades,S,S,S
1620,",",Z,Z,Z
1621,algul,D,D,D
1622,tapa,S,S,S
1623,politsei,S,S,S
1624,räpases,A,A,A
1625,arestikambris,S,S,S
1626,",",Z,Z,Z
1627,siis,J,J,J
1628,tallinna,S,S,S
1629,sd,S,S,A
1630,hoone,S,S,S
1631,keldris,S,S,S
1632,ja,J,J,J
1633,nüüd,D,D,D
1634,keskvanglas,S,S,V
1635,",",Z,Z,Z
1636,mida,P,P,P
1637,gestaapolased,S,S,V
1638,nimetasid,V,V,V
1639,tallinna,S,S,S
1640,töö-,S,S,S
1641,ja,J,J,J
1642,kasvatuslaagriks,S,S,A
1643,number,S,S,S
1644,üks,N,N,N
1645,.,Z,Z,Z
1646,jah,D,D,D
1647,",",Z,Z,Z
1648,teda,P,P,P
1649,peeti,V,V,V
1650,kas,D,D,D
1651,diversandiks,S,S,Z
1652,või,J,J,J
1653,spiooniks,S,S,S
1654,või,J,J,J
1655,mõlemaks,P,P,P
1656,kokku,D,D,D
1657,.,Z,Z,Z
1658,kahtlus,S,S,S
1659,",",Z,Z,Z
1660,et,J,J,J
1661,tema,P,P,P
1662,näol,S,S,K
1663,on,V,V,V
1664,tegemist,S,S,S
1665,nõukogude,S,S,S
1666,luurajaga,S,S,K
1667,",",Z,Z,Z
1668,käis,V,V,V
1669,temaga,P,P,P
1670,tapast,S,S,S
1671,alates,V,V,K
1672,.,Z,Z,Z
1673,ilmselt,D,D,D
1674,olid,V,V,V
1675,hulkurid,S,S,Z
1676,tema,P,P,P
1677,kohta,K,K,K
1678,midagi,P,P,P
1679,kokku,D,D,D
1680,luuletanud,S,S,V
1681,.,Z,Z,Z
1682,keeldumise,S,S,S
1683,eest,K,K,K
1684,oli,V,V,V
1685,talle,P,P,P
1686,julmalt,D,D,D
1687,kätte,S,S,S
1688,makstud,A,A,A
1689,.,Z,Z,Z
1690,ta,P,P,P
1691,needis,S,S,V
1692,ennast,P,P,P
1693,ja,J,J,J
1694,oma,P,P,P
1695,pimedust,S,S,S
1696,",",Z,Z,Z
1697,et,J,J,J
1698,oli,V,V,V
1699,kaabakatega,S,S,D
1700,kampa,S,S,D
1701,löönud,V,V,V
1702,",",Z,Z,Z
1703,et,J,J,J
1704,oli,V,V,V
1705,näruseid,S,S,S
1706,vargapoisse,S,S,Z
1707,ja,J,J,J
1708,riisujaid,S,S,S
1709,või,J,J,J
1710,koguni,D,D,D
1711,nuuskureid,S,S,V
1712,partisanideks,S,S,P
1713,pidanud,V,V,V
1714,.,Z,Z,Z
1715,aga,J,J,J
1716,ka,D,D,D
1717,sellepärast,D,D,D
1718,",",Z,Z,Z
1719,et,J,J,J
1720,ta,P,P,P
1721,asjatult,D,D,D
1722,päevi,S,S,S
1723,raiskas,V,V,V
1724,",",Z,Z,Z
1725,liiga,D,D,D
1726,palju,D,D,D
1727,tähelepanu,S,S,S
1728,pööras,V,V,V
1729,oma,P,P,P
1730,heaolule,S,S,V
1731,",",Z,Z,Z
1732,et,J,J,J
1733,ta,P,P,P
1734,tunde,S,S,S
1735,kaotamata,S,S,A
1736,rinde,S,S,S
1737,poole,K,K,K
1738,ei,V,V,V
1739,rühkinud,S,S,S
1740,.,Z,Z,Z
1741,ikka,D,D,D
1742,ja,J,J,J
1743,jälle,D,D,D
1744,oli,V,V,V
1745,ta,P,P,P
1746,ennast,P,P,P
1747,süüdistanud,S,S,V
1748,.,Z,Z,Z
1749,ka,D,D,D
1750,nüüd,D,D,D
1751,",",Z,Z,Z
1752,ka,D,D,D
1753,praegu,D,D,D
1754,.,Z,Z,Z
1755,nüüd,D,D,D
1756,veel,D,D,D
1757,rohkem,D,D,D
1758,kui,J,J,J
1759,varem,D,D,D
1760,",",Z,Z,Z
1761,kui,J,J,J
1762,ta,P,P,P
1763,oli,V,V,V
1764,veel,D,D,D
1765,lootnud,V,V,V
1766,",",Z,Z,Z
1767,et,J,J,J
1768,teda,P,P,P
1769,siit,D,D,D
1770,vanglast,S,S,S
1771,edasi,D,D,D
1772,saadetakse,V,V,V
1773,.,Z,Z,Z
1774,mõnes,P,P,P
1775,kiiruga,S,S,S
1776,laagriks,S,S,Z
1777,kohendatud,S,S,J
1778,turbarabas,S,S,P
1779,võiks,V,V,V
1780,tõepoolest,D,D,D
1781,põgenemisvõimalus,S,S,A
1782,avaneda,S,S,S
1783,",",Z,Z,Z
1784,siit,D,D,D
1785,tal,P,P,P
1786,enam,D,D,D
1787,pääsu,S,S,S
1788,pole,V,V,V
1789,.,Z,Z,Z
1790,samas,D,D,D
1791,tabas,V,V,V
1792,ta,P,P,P
1793,endalt,P,P,P
1794,habemiku,S,S,A
1795,pilgu,S,S,S
1796,.,Z,Z,Z
1797,ruum,S,S,S
1798,oli,V,V,V
1799,küll,D,D,D
1800,hämar,A,A,A
1801,",",Z,Z,Z
1802,ent,J,J,J
1803,feodor,S,S,P
1804,nägi,V,V,V
1805,teise,P,P,P
1806,silmi,S,S,S
1807,.,Z,Z,Z
1808,vähemalt,D,D,D
1809,uskus,V,V,V
1810,nägevat,V,V,V
1811,.,Z,Z,Z
1812,kuigi,J,J,J
1813,ta,P,P,P
1814,teadis,V,V,V
1815,nüüd,D,D,D
1816,habemiku,S,S,A
1817,nime,S,S,S
1818,",",Z,Z,Z
1819,jäi,V,V,V
1820,too,P,P,P
1821,talle,P,P,P
1822,endiselt,D,D,D
1823,habemikuks,S,S,V
1824,",",Z,Z,Z
1825,nagu,J,J,J
1826,ta,P,P,P
1827,oli,V,V,V
1828,sellest,P,P,P
1829,mehest,S,S,S
1830,mõtlema,V,V,V
1831,hakanud,V,V,V
1832,.,Z,Z,Z
1833,ta,P,P,P
1834,oli,V,V,V
1835,endale,P,P,P
1836,teiste,P,P,P
1837,vahele,K,K,K
1838,põrandale,S,S,S
1839,ruumi,S,S,S
1840,teinud,V,V,V
1841,",",Z,Z,Z
1842,pikali,D,D,D
1843,polnud,V,V,V
1844,ta,P,P,P
1845,veel,D,D,D
1846,heitnud,V,V,V
1847,",",Z,Z,Z
1848,vaid,J,J,J
1849,istus,V,V,V
1850,alles,D,D,D
1851,.,Z,Z,Z
1852,habemik,S,S,N
1853,",",Z,Z,Z
1854,külitas,S,S,J
1855,naril,S,S,S
1856,",",Z,Z,Z
1857,käsi,S,S,S
1858,pea,S,S,S
1859,all,K,K,K
1860,",",Z,Z,Z
1861,silmad,S,S,S
1862,avatud,V,V,V
1863,.,Z,Z,Z
1864,ilmselt,D,D,D
1865,ei,V,V,V
1866,tulnud,V,V,V
1867,habemikul,S,S,A
1868,und,S,S,S
1869,",",Z,Z,Z
1870,võib-olla,D,D,D
1871,kirus,V,V,V
1872,ka,D,D,D
1873,habemik,S,S,V
1874,ennast,P,P,P
1875,",",Z,Z,Z
1876,mõne,P,P,P
1877,ettevaatamatu,A,A,A
1878,sammu,S,S,S
1879,või,J,J,J
1880,tegemata,V,V,V
1881,jäänud,V,V,V
1882,teo,S,S,S
1883,pärast,K,K,K
1884,.,Z,Z,Z
1885,koguni,D,D,D
1886,niisugune,P,P,P
1887,mõte,S,S,S
1888,sähvatas,V,V,V
1889,feodoril,S,S,A
1890,peast,S,S,S
1891,läbi,D,D,K
1892,",",Z,Z,Z
1893,et,J,J,J
1894,võib-olla,D,D,D
1895,näib,V,V,V
1896,ka,D,D,D
1897,tema,P,P,P
1898,teisele,P,P,P
1899,tuttavana,A,A,A
1900,",",Z,Z,Z
1901,võib-olla,D,D,D
1902,püüab,V,V,V
1903,habemik,S,S,P
1904,meenutada,V,V,V
1905,",",Z,Z,Z
1906,kus,D,D,D
1907,nad,P,P,P
1908,on,V,V,V
1909,kohtunud,V,V,V
1910,.,Z,Z,Z
1911,kongressilt,S,S,P
1912,ei,V,V,V
1913,võinud,V,V,V
1914,ta,P,P,P
1915,habemikule,S,S,A
1916,meelde,S,S,S
1917,jääda,V,V,V
1918,.,Z,Z,Z
1919,saal,S,S,S
1920,oli,V,V,V
1921,rahvast,S,S,S
1922,täis,A,A,A
1923,",",Z,Z,Z
1924,tema,P,P,P
1925,oli,V,V,V
1926,üks,P,P,N
1927,sadade,N,N,N
1928,hulgast,K,K,K
1929,",",Z,Z,Z
1930,kuskil,D,D,D
1931,mujal,D,D,D
1932,polnud,V,V,V
1933,ta,P,P,P
1934,habemikku,S,S,V
1935,kohanud,V,V,V
1936,",",Z,Z,Z
1937,omavahel,D,D,D
1938,polnud,V,V,V
1939,nad,P,P,P
1940,mitte,D,D,D
1941,ühtegi,P,P,P
1942,sõna,S,S,S
1943,vahetanud,V,V,V
1944,.,Z,Z,Z
1945,"""",Z,Z,Z
1946,net,S,S,N
1947,!,Z,Z,Z
1948,"""",Z,Z,Z
1949,jällegi,D,D,D
1950,meenus,V,V,V
1951,feodorile,S,S,Z
1952,see,P,P,P
1953,sõna,S,S,S
1954,.,Z,Z,Z
1955,seda,P,P,P
1956,lühikest,A,A,A
1957,",",Z,Z,Z
1958,kolmetähelist,S,S,J
1959,sõna,S,S,S
1960,polnud,V,V,V
1961,kõnepuldist,S,S,D
1962,lausutud,A,A,A
1963,",",Z,Z,Z
1964,selle,P,P,P
1965,oli,V,V,V
1966,tema,P,P,P
1967,saalist,S,S,S
1968,hüüdnud,V,V,V
1969,.,Z,Z,Z
1970,delegaadile,S,S,N
1971,",",Z,Z,Z
1972,kes,P,P,P
1973,oli,V,V,V
1974,tribüünilt,S,S,S
1975,habemikku,S,S,K
1976,kaitsnud,A,A,V
1977,.,Z,Z,Z
1978,väitnud,V,V,V
1979,",",Z,Z,Z
1980,et,J,J,J
1981,too,P,P,P
1982,suudab,V,V,V
1983,partei,S,S,S
1984,suurte,A,A,A
1985,eesmärkide,S,S,S
1986,heaks,K,D,K
1987,palju,D,D,D
1988,ära,D,D,D
1989,teha,V,V,V
1990,.,Z,Z,Z
1991,siis,D,D,D
1992,ta,P,P,P
1993,oli,V,V,V
1994,hüüdnudki,S,S,Z
1995,oma,P,P,P
1996,kohalt,S,S,S
1997,üle,K,K,K
1998,saali,S,S,S
1999,:,Z,Z,Z
2000,"""",Z,Z,Z
2001,net,S,S,N
2002,!,Z,Z,Z
2003,"""",Z,Z,Z
2004,ta,P,P,P
2005,polnud,V,V,V
2006,uskunud,V,V,V
2007,kõnelejat,S,S,S
2008,",",Z,Z,Z
2009,ta,P,P,P
2010,oli,V,V,V
2011,umbusaldanud,S,S,Z
2012,habemikku,S,S,N
2013,.,Z,Z,Z
2014,kuigi,J,J,J
2015,ta,P,P,P
2016,ei,V,V,V
2017,olnud,V,V,V
2018,delegaat,S,S,S
2019,",",Z,Z,Z
2020,polnud,V,V,V
2021,ta,P,P,P
2022,end,P,P,P
2023,talitseda,V,V,V
2024,suutnud,V,V,V
2025,",",Z,Z,Z
2026,ta,P,P,P
2027,oli,V,V,V
2028,spontaanselt,D,D,D
2029,väljendanud,V,V,V
2030,",",Z,Z,Z
2031,mida,P,P,P
2032,tundis,V,V,V
2033,.,Z,Z,Z
2034,ta,P,P,P
2035,oli,V,V,V
2036,jälle,D,D,D
2037,kord,S,S,D
2038,ülemäära,D,D,D
2039,keevaline,S,S,D
2040,olnud,V,V,V
2041,.,Z,Z,Z
2042,habemiku,S,S,P
2043,pilk,S,S,S
2044,viibis,V,V,V
2045,ikka,D,D,D
2046,veel,D,D,D
2047,temal,P,P,P
2048,.,Z,Z,Z
2049,feodor,S,S,P
2050,ei,V,V,V
2051,keeranud,V,V,V
2052,oma,P,P,P
2053,silmi,S,S,S
2054,kõrvale,D,D,K
2055,",",Z,Z,Z
2056,nende,P,P,P
2057,pilgud,S,S,S
2058,kohtusid,V,V,V
2059,.,Z,Z,Z
2060,siis,D,D,D
2061,tõusis,V,V,V
2062,üks,P,P,P
2063,lamajaist,S,S,V
2064,",",Z,Z,Z
2065,et,J,J,J
2066,minna,V,V,V
2067,paraski,S,S,S
2068,juurde,K,K,K
2069,",",Z,Z,Z
2070,ja,J,J,J
2071,varjas,V,V,V
2072,oma,P,P,P
2073,kehaga,S,S,S
2074,habemikku,S,S,K
2075,.,Z,Z,Z
2076,kui,J,J,J
2077,vang,S,S,S
2078,",",Z,Z,Z
2079,kes,P,P,P
2080,iga,P,P,P
2081,paari,N,N,N
2082,tunni,S,S,S
2083,järel,K,K,K
2084,paraskit,S,S,P
2085,kasutas,V,V,V
2086,-,Z,Z,Z
2087,kas,D,D,D
2088,olid,V,V,V
2089,ta,P,P,P
2090,neerud,S,S,S
2091,vigaseks,A,A,A
2092,nuuditatud,S,S,S
2093,või,J,J,J
2094,oli,V,V,V
2095,ta,P,P,P
2096,oma,P,P,P
2097,põie,S,S,S
2098,ära,D,D,D
2099,külmetanud,V,V,V
2100,-,Z,Z,Z
2101,",",Z,Z,Z
2102,edasi,D,D,D
2103,liikus,V,V,V
2104,ja,J,J,J
2105,ta,P,P,P
2106,uuesti,D,D,D
2107,habemikku,S,S,D
2108,nägi,V,V,V
2109,",",Z,Z,Z
2110,oli,V,V,V
2111,see,P,P,P
2112,oma,P,P,P
2113,pilgu,S,S,S
2114,mujale,D,D,D
2115,keeranud,V,V,V
2116,.,Z,Z,Z
2117,ei,V,V,V
2118,",",Z,Z,Z
2119,ta,P,P,P
2120,oli,V,V,V
2121,oma,P,P,P
2122,silmad,S,S,S
2123,sulgenud,S,S,K
2124,.,Z,Z,Z
2125,niipalju,D,D,D
2126,kui,J,J,J
2127,feodori,S,S,A
2128,pilk,S,S,S
2129,hämaras,A,A,A
2130,valguses,S,S,S
2131,seletas,V,V,V
2132,",",Z,Z,Z
2133,ei,V,V,V
2134,olnud,V,V,V
2135,habemik,S,S,Z
2136,teisele,P,P,P
2137,küljele,S,S,S
2138,pööranud,V,V,V
2139,.,Z,Z,Z
2140,kuna,J,J,J
2141,ta,P,P,P
2142,enam,D,D,D
2143,teise,P,P,P
2144,pilku,S,S,S
2145,ei,V,V,V
2146,kohanud,V,V,V
2147,ega,J,J,J
2148,ka,D,D,D
2149,teise,P,P,P
2150,silmi,S,S,S
2151,ei,V,V,V
2152,näinud,V,V,V
2153,",",Z,Z,Z
2154,järeldas,V,V,V
2155,feodor,S,S,S
2156,",",Z,Z,Z
2157,et,J,J,J
2158,habemik,S,S,P
2159,oli,V,V,V
2160,oma,P,P,P
2161,silmad,S,S,S
2162,sulgenud,S,S,K
2163,.,Z,Z,Z
2164,feodorile,S,S,P
2165,tundus,V,V,V
2166,",",Z,Z,Z
2167,et,J,J,J
2168,habemik,S,S,P
2169,polnud,V,V,V
2170,uinunud,A,A,A
2171,",",Z,Z,Z
2172,vaid,J,J,J
2173,lamas,V,V,V
2174,kinnisilmi,D,D,D
2175,.,Z,Z,Z
2176,mida,P,P,P
2177,ta,P,P,P
2178,mõtleb,V,V,V
2179,",",Z,Z,Z
2180,mis,P,P,P
